lat,lon,heading_deg,offset_deg,target_lat,target_lon,cross_track_error,turn_status,timestamp
35.000012858328404,134.99952210413028,,,,,-4.273790135152103,0,2025-07-19 22:29:05
35.00000852872215,134.99946416778397,,,,,-0.5074950517830457,0,2025-07-19 22:29:06
35.0001822406094,134.99952097861532,69.20807262329878,0.8939641363912285,35.00106547575124,135.0010118581837,-2.062612346224759,0,2025-07-19 22:29:07
35.00008937089097,134.9995779802639,,,,,-0.007867988801373904,0,2025-07-19 22:29:08
35.000126894844506,134.99955252887227,,,,,4.469384953748675,0,2025-07-19 22:29:09
35.00020263393925,134.99942920132193,,,,,5.242919933490592,,2025-07-19 22:29:10
35.00016953041011,134.9995094424186,,,,,-0.3988551348770858,,2025-07-19 22:29:11
35.000252335955125,134.99955302350753,,,,,-3.831651546599328,,2025-07-19 22:29:12
35.00025330244118,134.99952462984152,,,,,1.3870302059102722,,2025-07-19 22:29:13
35.000286049215426,134.99942078996932,,,,,4.9700838111337085,,2025-07-19 22:29:14
35.000378897939704,134.99946433475742,,,,,4.770711994503891,,2025-07-19 22:29:15
35.00032316715896,134.99954899754235,,,,,5.960029139134348,,2025-07-19 22:29:16
35.00026461852646,134.99937128870596,,,,,-1.291635804449529,,2025-07-19 22:29:17
35.00041552700742,134.99948305613108,,,,,0.33303205380240586,,2025-07-19 22:29:18
35.00029574626678,134.99936272142563,,,,,2.9727162241266285,,2025-07-19 22:29:19
35.000500932922904,134.99928994215574,,,,,0.1546198442880018,,2025-07-19 22:29:20
35.00047184039464,134.99939468088922,,,,,0.29840691126632435,,2025-07-19 22:29:21
35.00043608049392,134.99943211103604,,,,,4.092717019925552,,2025-07-19 22:29:22
35.00045899835845,134.9994257002552,,,,,5.545742677410432,,2025-07-19 22:29:23
35.000564149473924,134.9992725081811,,,,,-2.72356472647711,,2025-07-19 22:29:24
35.000548754279244,134.99930686719847,,,,,-1.3210244491008036,3,2025-07-19 22:29:25
35.00052245450345,134.99921451213666,,,,,1.6443712305064464,1,2025-07-19 22:29:26
35.00058912758639,134.9991914156567,,,,,-2.506644347520435,,2025-07-19 22:29:27
35.00043729011996,134.99925100900455,,,,,5.734196940161628,,2025-07-19 22:29:28
35.00044089434348,134.99922224945482,,,,,5.6373326936749635,,2025-07-19 22:29:29
35.00053203501054,134.99919568405406,,,,,5.40319972607976,,2025-07-19 22:29:30
35.00061216369394,134.99906619564075,,,,,-1.8166632130242881,,2025-07-19 22:29:31
35.00054259243442,134.99906885480974,,,,,0.9961052087739146,,2025-07-19 22:29:32
35.00061929588156,134.999012282067,,,,,5.926539090503715,,2025-07-19 22:29:33
35.00046262619279,134.99896335882667,,,,,5.737311191580395,,2025-07-19 22:29:34
35.000632268186166,134.9990695940288,,,,,1.3329833939982274,,2025-07-19 22:29:35
35.00057605707018,134.99903754642403,,,,,-0.21545420585360664,,2025-07-19 22:29:36
35.00049121349587,134.99906694884191,,,,,3.604152824598037,,2025-07-19 22:29:37
35.00057598299505,134.99886098189265,,,,,-1.6792764283132386,,2025-07-19 22:29:38
35.00046005414964,134.99899898997953,,,,,-2.314507336289319,,2025-07-19 22:29:39
35.00043583772106,134.9988283239883,,,,,-0.996158224759341,,2025-07-19 22:29:40
35.00051213638953,134.99897364792372,,,,,2.23456184772415,,2025-07-19 22:29:41
35.00061819138317,134.9989337948232,,,,,0.23467920488628846,,2025-07-19 22:29:42
35.00059423821187,134.9987371389569,,,,,0.3618631982023657,,2025-07-19 22:29:43
35.000461189041616,134.99886568599936,,,,,6.306745260604164,,2025-07-19 22:29:44
35.00046748247113,134.99872055225057,,,,,2.674528680025558,3,2025-07-19 22:29:45
35.000537731678186,134.99871865882292,,,,,2.410622977137808,1,2025-07-19 22:29:46
35.00050686114597,134.99863999298458,,,,,6.394125822547069,,2025-07-19 22:29:47
35.000360965215265,134.998623479732,,,,,2.0860763950729257,,2025-07-19 22:29:48
35.00034089486458,134.9987509005337,,,,,0.25667028651915436,,2025-07-19 22:29:49
