lat,lon,heading_deg,offset_deg,target_lat,target_lon,cross_track_error,turn_status,timestamp
35.0000646435016,135.00038889555185,,,,,0.49124845301044306,0,2025-07-19 22:29:05
34.99996297754071,135.00041508301726,,,,,-0.6791400822642493,0,2025-07-19 22:29:06
35.00015276545262,135.00043948790986,148.14464292886058,4.883945688098134,35.00144120335152,135.0012722550834,1.0950287494215596,0,2025-07-19 22:29:07
35.00004692336791,135.00051161764802,,,,,3.807265325868897,0,2025-07-19 22:29:08
35.00018471985724,135.00034752689533,,,,,-1.4410980243125802,0,2025-07-19 22:29:09
35.00024030911174,135.00043869260793,,,,,4.1428553822166485,,2025-07-19 22:29:10
35.00019953262987,135.00035574612275,,,,,5.425019268023983,,2025-07-19 22:29:11
35.00016913782848,135.0003591320179,,,,,-4.084892677342701,,2025-07-19 22:29:12
35.00034233511337,135.00048535842362,,,,,1.823167911896021,,2025-07-19 22:29:13
35.00035635992688,135.00029863973057,,,,,4.814840288594823,,2025-07-19 22:29:14
35.000375065701164,135.000396099641,,,,,5.424667524365164,,2025-07-19 22:29:15
35.00037160072959,135.0003841084338,,,,,-1.9699737644525668,,2025-07-19 22:29:16
35.00043710337943,135.00038955615895,,,,,3.41350905637516,,2025-07-19 22:29:17
35.00044394288739,135.00030681210538,,,,,-0.8556052929178164,,2025-07-19 22:29:18
35.00032012580443,135.00028429476143,,,,,-1.7670314272453473,,2025-07-19 22:29:19
35.000322592679176,135.00023958263665,,,,,5.682773403933565,,2025-07-19 22:29:20
35.00036126634701,135.0003094185737,,,,,-2.4076118255675607,,2025-07-19 22:29:21
35.000459212136874,135.00013285365432,,,,,1.497501681130284,,2025-07-19 22:29:22
35.00044306019386,135.0001406535539,,,,,6.063219857944719,,2025-07-19 22:29:23
35.000493937477366,135.00017509566422,,,,,3.9314062353606003,,2025-07-19 22:29:24
35.00038976269328,135.0002043467334,,,,,-2.3219669479492815,3,2025-07-19 22:29:25
35.000460211995275,134.99999313165182,,,,,5.948834032108795,1,2025-07-19 22:29:26
35.000492270174654,135.00007907758442,,,,,5.234330941167197,,2025-07-19 22:29:27
35.000496008214,135.0000350782208,,,,,5.659337387426894,,2025-07-19 22:29:28
35.00045986722077,135.00002238836373,,,,,3.1324040870824725,,2025-07-19 22:29:29
35.00042725766438,134.9999679638105,,,,,-2.2757878470143478,,2025-07-19 22:29:30
35.000583920355346,134.99994557856763,,,,,-2.8062695694160085,,2025-07-19 22:29:31
35.00041044122759,134.99998653508908,,,,,5.788032554856731,,2025-07-19 22:29:32
35.00047961805458,134.999905461539,,,,,4.691968042415214,,2025-07-19 22:29:33
35.00056046002896,134.99974930669978,,,,,0.8204192049189498,,2025-07-19 22:29:34
35.000446269302124,134.99977279550362,,,,,3.683637370162482,,2025-07-19 22:29:35
